id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
211c1b19-141b-48ee-81dd-1b0b20c92ba5,Sr. Heitor da Mata,1942-03-28,161.883.360-58,12431052,Peixoto,RO,Brasil,M,(011) 0743-1393,16188336058@exemplo.com.br,2023-10-31
589e44be-8879-415c-b727-57ac0362bd1c,Júlia da Cunha,1988-06-04,764.477.371-64,35527526,Montenegro de Cirino,RO,Brasil,F,+55 51 4414 4188,76447737164@exemplo.com.br,2024-03-29
482cb635-04e0-4bd8-a03a-f52c7e7deea0,Isaac Cassiano,1970-01-22,439.046.202-73,95169-129,da Cunha de Vasconcelos,AP,Brasil,M,0900-629-5663,43904620273@exemplo.com.br,2024-05-22
57f406d2-8224-498d-91ce-b71722993ba7,Luiz Otávio Rodrigues,1942-08-23,132.893.207-31,36435484,Barros,RN,Brasil,M,(031) 3710 0459,13289320731@exemplo.com.br,2023-09-20
8983053a-9d85-47d4-96ba-23fdd988e41e,Isaque Moreira,1948-09-07,126.662.144-40,50974597,da Cruz de Oliveira,BA,Brasil,F,61 7236 1393,12666214440@exemplo.com.br,2025-03-26
d5cc7f8c-c6e6-495f-b152-90988c9f6f3f,Luana Pastor,1993-03-14,247.433.966-51,95962766,Siqueira,CE,Brasil,M,71 1355-8093,24743396651@exemplo.com.br,2023-11-26
d013e4ad-a07a-42dd-a4eb-1086af73f6a8,Sr. Gael Henrique Lopes,1942-04-13,590.769.629-97,51892787,Pastor,SE,Brasil,M,+55 (071) 1255-1303,59076962997@exemplo.com.br,2025-03-13
c1bcb983-5dcb-4310-bd0c-c3e17525ac14,Elisa Fonseca,1988-10-14,100.812.743-08,87372-252,Nunes,RN,Brasil,F,81 6614 9508,10081274308@exemplo.com.br,2024-06-15
9711884f-9217-40a2-9d9d-7e4f28baf942,Manuella Almeida,1954-11-01,639.472.499-98,01526-181,Ribeiro Paulista,ES,Brasil,M,+55 (051) 4782-8634,63947249998@exemplo.com.br,2024-06-15
32381a77-7a31-4952-9a8e-1f6d34ba6d5c,Dr. Liam Andrade,1939-01-25,045.291.874-87,70046-774,Sousa Verde,GO,Brasil,M,31 9891 8394,04529187487@exemplo.com.br,2024-06-17
22586b25-5d38-418c-a7d9-69e0be87eb2f,Mariana da Cruz,1936-10-20,171.436.461-93,29290-152,Viana,SC,Brasil,F,(031) 1271-0186,17143646193@exemplo.com.br,2023-08-17
af7ab4a1-28a2-4e06-b3c5-1e8ded70fdb3,Rafael Vieira,1938-03-25,904.821.565-38,75163532,Machado,SE,Brasil,F,+55 31 7715-7303,90482156538@exemplo.com.br,2025-06-18
dfec8fc8-d546-4a37-9c06-30c5581f7e99,Srta. Lunna Fogaça,1962-04-05,034.740.520-21,51977916,Silva Alegre,MS,Brasil,F,84 6182 2512,03474052021@exemplo.com.br,2024-06-11
511633d3-5776-43a1-abeb-de69fe2380f3,Murilo Rios,1962-08-28,155.920.870-76,75952-809,Oliveira,RR,Brasil,M,+55 (081) 3708 3427,15592087076@exemplo.com.br,2024-09-06
85708ab6-e6fd-494b-8af0-994795125117,Julia Viana,1951-08-03,976.092.168-36,29866-919,da Cunha,SC,Brasil,F,81 8943 0947,97609216836@exemplo.com.br,2023-08-13
72c0fc4b-5fd0-47ee-8e07-52728acc24ce,Thomas Correia,2001-07-25,916.842.898-78,16764-663,Pereira do Galho,AP,Brasil,F,71 9611-3104,91684289878@exemplo.com.br,2024-11-02
77fbc217-f10b-4059-bee7-f2298c7d45ff,Daniela Pires,1969-09-04,855.163.630-21,08203546,Pacheco do Sul,RR,Brasil,M,+55 21 7238 8945,85516363021@exemplo.com.br,2024-04-28
879dc6bb-ae1b-45d7-a035-241d89f2399a,Arthur Leão,1935-12-08,523.171.555-87,07639-604,Souza,SE,Brasil,F,+55 (011) 5888-5654,52317155587@exemplo.com.br,2024-10-02
b38a94fd-1d97-4ca9-8256-58e00ea317fc,Maria Clara Abreu,1978-03-13,894.144.947-16,39594457,Araújo da Mata,PI,Brasil,M,(084) 9847 8893,89414494716@exemplo.com.br,2024-02-19
a12f5844-126f-4e8f-b9dc-7b87d51e905b,Fernando da Cruz,1953-12-16,684.240.778-34,59171715,Albuquerque,RS,Brasil,M,0800-219-1094,68424077834@exemplo.com.br,2025-04-11
662404f7-e772-4673-ac68-bc8c80fc7f19,Gustavo Henrique da Cunha,1942-07-10,745.462.724-44,34754-875,Jesus Grande,SP,Brasil,F,0800 534 4622,74546272444@exemplo.com.br,2023-12-08
e4f328e1-5789-4c46-bbf6-ed9acd1b4920,Luiz Fernando Dias,2001-08-15,991.410.301-28,52434118,Correia,RS,Brasil,F,(021) 9564-7333,99141030128@exemplo.com.br,2023-12-17
b5f89b85-4c0c-4dd6-9670-9db6554f0a30,Luan Carvalho,1996-09-20,682.900.351-56,88773-935,Azevedo de Sá,SE,Brasil,F,+55 81 0926-3658,68290035156@exemplo.com.br,2024-08-07
d45feaac-1148-45b2-afde-ca8356286980,Vitor Hugo Campos,1964-06-28,356.676.500-95,25329-096,Camargo Grande,MT,Brasil,M,+55 (051) 3709-9199,35667650095@exemplo.com.br,2023-08-26
27388ba1-acba-4083-ae59-4315403b7d65,Samuel Leão,1955-09-07,510.852.034-25,12148-320,Pimenta,PR,Brasil,M,84 6816-0485,51085203425@exemplo.com.br,2025-05-23
eb46e26d-d968-4731-8155-9dce67c211ec,Kaique Costa,1965-01-07,507.743.118-45,27587-139,Pimenta da Praia,MT,Brasil,M,+55 (071) 5193-1812,50774311845@exemplo.com.br,2023-08-17
554ee624-019e-4810-a825-ae19762caac4,Danilo Cavalcanti,1936-11-07,054.050.995-31,33322-948,Porto,MG,Brasil,F,51 1672 9414,05405099531@exemplo.com.br,2024-07-08
414e95c8-93b0-4317-a0a4-b51bd40b7f46,Josué Rezende,1968-08-01,762.827.151-63,96532-948,Pires,MS,Brasil,F,(011) 8642 4629,76282715163@exemplo.com.br,2023-12-21
6ed9885c-b5b7-4690-98f8-fcb05498fff1,Rebeca Fogaça,1996-11-16,147.789.415-97,91863-294,Aragão Paulista,AC,Brasil,F,41 7798-1730,14778941597@exemplo.com.br,2025-03-22
6d598d97-413a-49f4-a726-2eb8e4f0a814,Henry Gabriel Gomes,1940-07-22,620.096.851-09,39430-494,Silveira,DF,Brasil,F,71 3773 9088,62009685109@exemplo.com.br,2025-01-14
f34d1aed-e05b-416a-bcde-b4d58557896f,Ana Luiza Guerra,1941-08-02,988.342.052-34,91763-437,Carvalho do Oeste,MA,Brasil,M,(081) 9923 0158,98834205234@exemplo.com.br,2024-10-15
0db5004c-b5f8-49a8-a5af-10675f9d4219,Enzo Santos,1992-12-01,879.535.519-60,41549895,Costela,AP,Brasil,M,+55 (071) 0198-7993,87953551960@exemplo.com.br,2024-07-31
641c146b-279f-4a86-9c8b-d8367399cc92,Erick da Luz,1983-12-04,892.327.432-06,39986-343,Duarte dos Dourados,TO,Brasil,F,(011) 6670-7402,89232743206@exemplo.com.br,2024-08-18
f4f7785a-31dc-47a0-a4fd-61daa43b0b96,Sr. Joaquim Souza,1972-04-27,761.895.098-86,22355-009,Vasconcelos Paulista,RS,Brasil,F,+55 41 8709-6825,76189509886@exemplo.com.br,2024-12-25
b50c6d29-cd9a-4a7b-9b90-5cda3a4fbbc5,Lívia Monteiro,1966-02-17,538.149.212-47,05262478,Pires,CE,Brasil,M,+55 (041) 7583 9853,53814921247@exemplo.com.br,2023-08-04
487b3bb0-a06b-45d3-9e04-093439c8bb5d,Vitor da Rosa,2003-09-14,755.276.401-32,15502494,Macedo Grande,BA,Brasil,F,+55 81 2067 2904,75527640132@exemplo.com.br,2024-03-22
0787e2cd-857e-4116-a528-18c744af6d5c,Maria Liz Pimenta,1984-09-23,016.220.994-43,64179800,Pires,PA,Brasil,M,+55 (061) 5959 3091,01622099443@exemplo.com.br,2024-06-17
a1a3350f-dddc-4016-a24a-0a9f5c22be3e,Amanda Siqueira,1986-11-11,534.860.437-21,72536-122,da Rosa das Pedras,PI,Brasil,M,+55 (061) 8816 9222,53486043721@exemplo.com.br,2024-07-31
e7f90890-7a9c-4856-8d16-22fe3fb2f023,Isabelly Nunes,2004-07-06,026.878.608-04,76037575,Brito do Amparo,ES,Brasil,M,31 9652-9837,02687860804@exemplo.com.br,2024-12-08
ace59629-bff9-43fe-ad3d-e44ed63da3aa,Hellena Fogaça,1946-12-09,543.036.136-60,37062400,Macedo,PR,Brasil,F,(011) 5794 8949,54303613660@exemplo.com.br,2023-12-13
873c2056-9694-432d-9f2a-93644c5395a0,Luigi Pereira,1992-12-06,353.808.902-24,53494-299,Freitas do Galho,MT,Brasil,F,+55 (051) 0009-2809,35380890224@exemplo.com.br,2024-02-04
0ed76c8a-a7c9-4726-9625-ea0caef65206,Anthony Gabriel Melo,1984-04-25,929.906.713-87,21570-805,Rodrigues de Borges,ES,Brasil,F,(051) 5860 8760,92990671387@exemplo.com.br,2023-08-04
55507d2b-04bd-4ffa-ac37-90d80b02b773,Eduardo da Costa,1947-06-27,620.838.785-41,24034-567,Barros da Praia,TO,Brasil,F,0300 355 3004,62083878541@exemplo.com.br,2023-06-28
96703473-da22-46a7-bb33-2c4e9f813d90,Enzo Garcia,1959-01-30,743.887.164-57,46326-915,Costa,CE,Brasil,F,11 8449-1530,74388716457@exemplo.com.br,2024-09-13
8a8c1919-6a85-43ad-875c-16ca6db51417,Beatriz Rios,1972-06-24,962.054.909-48,93251451,Moraes,RJ,Brasil,F,(084) 3623-1530,96205490948@exemplo.com.br,2023-12-20
63b27a22-bd4f-456d-b114-59b522848c9c,Dr. Arthur Gabriel Sousa,1959-06-10,393.043.271-41,53853-105,Sousa de Costela,PA,Brasil,F,51 9072 5299,39304327141@exemplo.com.br,2024-07-24
28469e05-165d-409b-98fd-0695be6fba5a,Dr. Bruno Alves,1935-01-14,479.269.797-43,33345-509,Carvalho,MT,Brasil,F,+55 (011) 5911 2735,47926979743@exemplo.com.br,2024-10-02
aaefb4f5-cc38-419b-9605-640cf7b63fd4,Clarice Borges,1998-08-21,101.721.349-33,35600-890,Barros,PI,Brasil,M,+55 (031) 9550-3609,10172134933@exemplo.com.br,2024-03-01
3fce1782-cb4d-4857-b9ed-61bf6599c7ef,Eloá Carvalho,1997-03-12,017.707.357-80,47491935,Cardoso de Nunes,MG,Brasil,M,84 0300-6805,01770735780@exemplo.com.br,2024-04-18
7421b733-6ef6-4448-ba71-fda9d5d70ce6,Sr. José Pedro Viana,1959-02-02,279.187.038-28,15345860,da Mota de da Paz,AM,Brasil,F,0500-337-1290,27918703828@exemplo.com.br,2023-09-30
77c523d2-812b-4bbf-8143-f520e7ea8b98,Sofia Costela,1953-08-30,496.241.655-67,15788285,Rezende de Moura,SP,Brasil,M,+55 (041) 5190 4528,49624165567@exemplo.com.br,2023-10-30
d768c010-e55d-40a8-a848-b843dcf05f86,Rodrigo Pacheco,1949-06-26,259.770.983-58,92002-975,Almeida de Costela,TO,Brasil,M,+55 51 7238 8407,25977098358@exemplo.com.br,2024-04-25
a9377699-9337-4704-bc65-d9e4cd31b3c7,Isabela Araújo,1978-10-07,749.970.845-19,21769-500,Duarte,RO,Brasil,F,11 9200-1186,74997084519@exemplo.com.br,2024-08-25
ff8941fa-b54d-4a4a-9c59-8d617dc32a46,Letícia Gomes,1963-04-20,236.881.243-92,48788404,das Neves,MA,Brasil,M,+55 31 7333-4382,23688124392@exemplo.com.br,2024-11-04
473dcb2c-d1c1-441f-a2f7-b79e673b4375,Sra. Maysa Oliveira,2002-12-23,791.306.234-68,66227775,Pimenta Alegre,RS,Brasil,F,51 9569 5759,79130623468@exemplo.com.br,2024-12-05
baef1809-e69f-4a85-924a-93b3666993ce,Vinicius Alves,1991-06-03,418.999.421-95,67934-192,Câmara,AP,Brasil,F,(084) 4158-7856,41899942195@exemplo.com.br,2023-10-26
e10be11e-1d93-4ec7-aa64-d484d3504196,Anthony Gabriel Dias,1952-12-20,302.698.809-73,36473-141,Silveira,MS,Brasil,M,(041) 2377 9494,30269880973@exemplo.com.br,2025-02-14
6760eb85-05cf-4ded-89db-1bbe203e93f1,Eloah Cirino,1974-04-27,335.925.917-22,91048-900,Monteiro,RJ,Brasil,M,+55 (084) 9690-6030,33592591722@exemplo.com.br,2025-04-30
106304c0-efbb-463e-860f-4e76440c7354,Maysa Rocha,1976-10-14,819.025.802-19,91831-801,Aparecida,AC,Brasil,M,+55 84 4860 1340,81902580219@exemplo.com.br,2024-06-10
b3890a07-cc01-412e-9673-fed959d28cde,Jade Nogueira,1996-09-22,430.507.715-44,97464-471,Carvalho da Mata,MS,Brasil,M,+55 (071) 3056 3129,43050771544@exemplo.com.br,2024-09-12
f9d8ee81-26d7-4209-a4c4-a2107819e422,Sr. Murilo Cavalcanti,1949-10-27,552.578.738-55,18481-702,Aragão de Aragão,RS,Brasil,M,41 5081-3880,55257873855@exemplo.com.br,2025-05-11
e008396e-a246-4c07-9341-01aa3cff220d,Valentina Oliveira,1979-05-23,915.954.674-72,28607-204,Moreira dos Dourados,RO,Brasil,F,+55 (031) 0789-5684,91595467472@exemplo.com.br,2024-08-25
54cb79e1-3fec-4542-a1fb-746d7505fadf,Liz Lopes,1949-02-10,752.454.068-32,62760916,Vargas,CE,Brasil,M,+55 (031) 0758-2744,75245406832@exemplo.com.br,2023-11-21
89011f0a-5da3-4aef-8cb1-34038bd65f65,Enzo Vasconcelos,1938-01-08,591.398.383-88,51272011,da Rosa da Praia,AC,Brasil,M,+55 (061) 2277-2720,59139838388@exemplo.com.br,2023-11-10
ede7c325-5d48-404a-b151-219714e0d989,Dr. Juan Lima,1990-07-05,422.571.138-03,93840365,Pastor,TO,Brasil,F,0300 954 1729,42257113803@exemplo.com.br,2025-02-08
b8378791-5bfb-4641-8519-79bac79afd29,Aylla Leão,1978-01-12,162.653.988-52,21108474,Santos da Praia,MA,Brasil,F,+55 (011) 2181-3422,16265398852@exemplo.com.br,2024-02-09
212778e1-0143-42f3-a1a6-e45c4098f454,Ágatha Lopes,1991-08-10,651.854.373-63,93210021,Rezende,PA,Brasil,M,51 8990 8345,65185437363@exemplo.com.br,2025-03-25
6bf0e7ae-1d8a-4fdc-86e6-685341a5671c,Sophie da Cruz,1999-12-10,324.987.856-52,28758140,Azevedo,GO,Brasil,M,+55 (084) 7853 7531,32498785652@exemplo.com.br,2025-04-21
d1d5c3ca-805a-4cc2-8999-d9310467bf68,Josué Farias,2006-11-12,721.533.820-62,85784464,Cirino,BA,Brasil,M,+55 21 6210 3273,72153382062@exemplo.com.br,2023-10-16
7b766903-5e3b-4e39-b271-c811be262df8,Melina Fogaça,1953-05-10,898.748.053-96,14888709,Rocha Verde,ES,Brasil,F,+55 (081) 8769-7593,89874805396@exemplo.com.br,2025-01-13
7d1f39b3-e5af-4dca-978e-0d26a4b25725,Mariane Rios,1969-07-05,773.055.255-30,09652355,Almeida,AC,Brasil,F,+55 (071) 9078 5342,77305525530@exemplo.com.br,2025-05-28
831ba714-2e92-464a-ac9c-ce8b3b4d392f,Ana Vitória Rodrigues,2002-05-30,545.566.643-27,74664796,Teixeira,SE,Brasil,M,(084) 0576 6715,54556664327@exemplo.com.br,2024-09-23
e565e9d8-d4d1-44d9-a6ca-53be7b405ffe,Sabrina Cavalcanti,1966-08-10,115.381.376-80,38317946,da Rosa,PB,Brasil,F,+55 61 4454 1197,11538137680@exemplo.com.br,2024-02-26
3586890d-fa62-48ca-8629-56f45fa88ccf,Olívia Correia,1962-01-26,905.086.910-55,72280-582,Leão,ES,Brasil,M,(081) 0652 3385,90508691055@exemplo.com.br,2024-11-29
0406f1e3-1be4-489c-ab67-f97cfea880df,Srta. Natália Farias,1999-12-12,695.653.565-41,27992-933,Cavalcanti do Norte,SC,Brasil,M,0300-344-3667,69565356541@exemplo.com.br,2024-03-01
bb64357f-241b-446b-99b3-393ca9ee31e5,Melissa Oliveira,1975-10-14,052.643.709-18,78540248,Lima do Norte,SP,Brasil,F,(061) 3896-0325,05264370918@exemplo.com.br,2025-01-19
7fb87cda-fed6-4d1b-8c13-954a7d1ce479,Benicio Pastor,1938-01-24,936.978.759-67,14265-142,Almeida Grande,RR,Brasil,F,+55 (084) 0143 4040,93697875967@exemplo.com.br,2024-04-06
94051606-2193-4a95-bf6b-1a91c5657d82,Maria Teixeira,1954-07-27,264.489.769-07,48534-740,Gonçalves,AL,Brasil,M,71 3279-1388,26448976907@exemplo.com.br,2024-12-29
29d68ce6-6afd-4707-bac9-885294c631e8,Bernardo da Conceição,1979-04-19,547.079.724-97,02573-778,Correia,AM,Brasil,F,+55 41 8581-4634,54707972497@exemplo.com.br,2025-03-07
854cc0b4-2a26-4d8a-8405-273f17bfd860,Rael da Luz,1965-01-09,723.885.031-81,92243073,Andrade da Mata,PI,Brasil,M,+55 (071) 5966-2309,72388503181@exemplo.com.br,2024-01-27
46c0c8d6-85ed-4861-9626-0852079ac44a,Renan Teixeira,1963-07-07,229.480.059-25,85053828,Lima,PE,Brasil,M,+55 (031) 0691 7329,22948005925@exemplo.com.br,2024-04-04
95235b58-efb6-4a29-aed5-509631bc641b,Arthur Miguel da Costa,1981-09-16,643.812.218-64,98588312,Sales do Norte,BA,Brasil,M,61 2876-6321,64381221864@exemplo.com.br,2025-05-30
5cdc1e6d-75b5-4f4e-8470-a5d100071e53,Miguel Borges,1972-06-19,345.270.820-16,95182794,Siqueira Alegre,AM,Brasil,M,+55 71 3451 1703,34527082016@exemplo.com.br,2025-02-02
9ee8d42f-6b1b-46ab-b67b-0cb78b76594a,Marcelo Pacheco,1949-09-13,266.469.865-51,06955-128,Câmara da Praia,MT,Brasil,M,(011) 3419-0747,26646986551@exemplo.com.br,2024-07-10
74da48df-0860-431f-b44b-13226b4e7ce6,Anna Liz Sousa,1974-10-14,234.020.892-56,62074104,da Cruz,SE,Brasil,M,(081) 9883-3681,23402089256@exemplo.com.br,2024-11-28
c3870188-1e87-4db8-8fae-aab528dc5bf6,Joaquim Viana,1935-04-08,881.304.365-15,93417273,Aparecida,SC,Brasil,F,+55 84 9394 6920,88130436515@exemplo.com.br,2024-12-30
3f541fdc-63db-43b1-a928-5e2b86718023,Heloísa Peixoto,2002-04-19,952.728.219-35,80721-155,Ferreira,MA,Brasil,M,+55 (051) 1476 4172,95272821935@exemplo.com.br,2023-08-16
949094b4-946f-4c03-84ca-38e5db508bd0,Gustavo Henrique Costa,1978-08-21,851.503.372-50,80147-649,Novaes,PE,Brasil,F,61 0327-5345,85150337250@exemplo.com.br,2024-12-30
b883524a-a805-46d7-bf76-3acfcb15b335,Ana Cecília Freitas,1943-04-22,674.085.367-55,13230297,Montenegro,PR,Brasil,M,(031) 1624 3242,67408536755@exemplo.com.br,2024-04-07
a342374b-9b84-40a5-b078-aa87a6b24ddc,Sra. Ana Clara Ferreira,1965-04-10,635.488.828-97,15398-134,Souza Paulista,PB,Brasil,M,+55 21 5373-0031,63548882897@exemplo.com.br,2024-06-03
eb326019-22d5-4b4a-acbe-0829b7fe8540,Vicente Rocha,1945-05-29,824.601.462-59,13563446,Rezende,RS,Brasil,F,11 1139-7199,82460146259@exemplo.com.br,2024-01-17
15c0f70d-3f45-40c6-b600-b0cd82fdeb24,Enzo Pires,1936-12-23,536.912.412-40,05898-808,Ribeiro,SP,Brasil,M,41 6459-8837,53691241240@exemplo.com.br,2025-03-28
2eb003b6-0802-4664-bd27-b967116b018d,Hellena Duarte,1948-11-29,831.525.523-48,24659302,Novaes do Campo,AM,Brasil,F,41 2829-6721,83152552348@exemplo.com.br,2024-11-24
17d1201b-19ae-4977-8c94-0f57a4fa809d,Joaquim Alves,2001-06-24,884.027.663-56,69997547,da Rosa,PA,Brasil,M,0800-430-0155,88402766356@exemplo.com.br,2024-10-23
5bdfdddc-7fc8-4d02-b6b1-d9f7b8cb47a2,Théo Barbosa,1964-09-16,615.621.674-22,49281493,Porto do Sul,MA,Brasil,M,(081) 0569-4665,61562167422@exemplo.com.br,2024-12-01
5f632d6a-7cc4-433c-b573-5494bc2e0166,Alexandre Nogueira,1985-02-01,046.614.325-91,65094324,Campos das Pedras,AC,Brasil,M,+55 (041) 2480-9928,04661432591@exemplo.com.br,2025-03-23
5f48afa5-cef6-4761-aa77-6532dd9e28f4,Léo Freitas,1987-08-07,825.467.436-29,01892290,Freitas de Vasconcelos,MT,Brasil,M,+55 (011) 9636-0512,82546743629@exemplo.com.br,2025-03-13
bb0d620f-eea9-4480-984d-d525edfd64a6,Vitor Farias,1992-07-05,675.446.854-07,27934-411,Moraes do Galho,RR,Brasil,M,(061) 9205 7271,67544685407@exemplo.com.br,2024-01-07
b1fd6c01-db2d-4bb3-9d70-1e16ed35a2bc,Srta. Milena Silveira,1985-06-25,232.219.641-50,54643-833,Fonseca do Amparo,RJ,Brasil,F,0800 483 6910,23221964150@exemplo.com.br,2024-09-16
e16b4c8c-2a39-4f57-8487-251c1431cc43,Joaquim Aparecida,1961-04-07,168.760.071-29,97565-506,Ferreira da Mata,RO,Brasil,M,84 5328-4269,16876007129@exemplo.com.br,2023-06-27
dbd320ae-fc90-415e-a881-ca1674af7b9a,Anna Liz Correia,1938-07-15,142.529.062-00,35823832,Souza de Ramos,PB,Brasil,F,(021) 0635-3992,14252906200@exemplo.com.br,2023-08-26
7b0586d4-7b71-495f-b828-6592d80eabbc,João Miguel Costa,1993-03-03,608.108.312-05,21024534,Pastor,BA,Brasil,F,0900-949-7701,60810831205@exemplo.com.br,2025-05-24
f5f0ac93-3d46-473f-9229-bef7cf8dcc40,Gustavo Barbosa,1987-12-03,556.252.979-23,48684-136,da Conceição,RN,Brasil,M,(071) 9444 4493,55625297923@exemplo.com.br,2024-04-25
424f971b-3522-4d4a-99b0-5680f0d44e21,Guilherme Ferreira,1955-10-21,459.545.842-26,87160-015,Jesus Paulista,RN,Brasil,F,+55 81 6793 2067,45954584226@exemplo.com.br,2024-05-09
2c15f9e4-a6b0-445d-8dee-0803e51ba737,Srta. Sabrina Rezende,1961-10-31,198.552.386-95,65912-521,Jesus do Norte,DF,Brasil,F,+55 (071) 9618-1911,19855238695@exemplo.com.br,2025-05-05
5587fca7-f9da-4545-96b3-2359c8a6bfa5,Matheus Barros,1966-07-10,768.389.528-59,56695150,Rodrigues,RR,Brasil,F,(061) 0905 6420,76838952859@exemplo.com.br,2023-09-18
46258230-0f37-4a33-9f29-f157c8d29106,Pietra Nogueira,1965-08-02,221.041.191-57,69987236,Mendonça,RN,Brasil,M,(081) 2437 2209,22104119157@exemplo.com.br,2024-10-28
c201f248-dc19-433f-8f68-057da6913ac1,Lívia Lima,1992-02-25,754.139.722-17,81847172,Casa Grande da Prata,RJ,Brasil,M,+55 (061) 1325-3653,75413972217@exemplo.com.br,2025-03-17
b667b4d3-703e-4cf0-85db-19e2efa9cb72,Maitê Pinto,1950-10-17,463.818.026-47,78928965,Aparecida dos Dourados,ES,Brasil,F,(031) 2031 7345,46381802647@exemplo.com.br,2025-04-07
f845ffb9-c11a-43b0-8445-1044c5886bd2,Lorenzo Borges,1936-07-10,695.771.728-87,09377-309,Barros Verde,SE,Brasil,F,31 7210-1566,69577172887@exemplo.com.br,2024-10-15
d10fbd11-4ddb-4bf6-9872-acbe20d1765b,Dr. Matteo Rodrigues,1982-05-06,462.791.115-48,11195025,Cunha de Jesus,MA,Brasil,F,+55 (081) 5012 5687,46279111548@exemplo.com.br,2024-08-07
972342c7-9ffc-42ee-8553-adedb0525b13,Letícia Costa,1952-07-17,583.995.133-91,57714897,Mendes,RJ,Brasil,M,21 7346 8547,58399513391@exemplo.com.br,2025-01-27
8ac188c9-dea2-417e-8540-6b1f0e237ff9,Dra. Stella Fonseca,1974-06-05,724.013.007-28,24656-486,Nogueira,DF,Brasil,F,(084) 6217-8236,72401300728@exemplo.com.br,2025-03-07
de2a608a-d2f6-4802-aceb-33ac559c56f0,Ana Beatriz Monteiro,2003-08-19,466.127.704-27,51760-372,Pires,PA,Brasil,M,(021) 3179-9795,46612770427@exemplo.com.br,2024-04-28
5f69b0d1-5c94-47d3-a7a2-5950d6626df3,Sophie Nascimento,1982-09-19,099.581.383-11,28649193,Porto do Galho,RR,Brasil,M,61 1069-1072,09958138311@exemplo.com.br,2025-01-22
8aa5632d-5e90-49e8-8f66-896d2b3ea626,Ana Clara Azevedo,2000-09-21,389.990.624-03,73272-743,Brito de Sampaio,CE,Brasil,F,81 3458-0027,38999062403@exemplo.com.br,2024-07-01
9ddaa630-6bde-4c2f-b9d6-2b03a37d49be,Maria Laura Caldeira,1950-02-27,220.625.982-00,15851-554,Moreira dos Dourados,PA,Brasil,F,(011) 8525 1075,22062598200@exemplo.com.br,2024-04-07
305db0bf-e6b7-4d87-86f4-dc1417118a45,Mateus Lima,1941-06-30,776.919.738-13,75990250,Gomes das Flores,MG,Brasil,F,31 4030-9931,77691973813@exemplo.com.br,2025-03-04
c1447cd1-646d-48e2-a02b-4798cec91a19,Lavínia Farias,2002-02-17,159.534.421-15,17733979,Borges,RO,Brasil,M,(051) 8381-4850,15953442115@exemplo.com.br,2024-05-31
a63c4f40-6043-46c1-8b7b-00c360bd64de,Luara Monteiro,1945-01-28,569.178.751-51,88778298,Viana,MG,Brasil,M,+55 81 4661-6643,56917875151@exemplo.com.br,2023-12-11
a564038d-f7ee-4538-b54e-98910a4b795e,João Felipe Mendonça,1936-02-28,725.425.734-15,21377-905,Brito,PR,Brasil,M,71 0421-7424,72542573415@exemplo.com.br,2025-04-30
f80e7e21-cae0-408b-98a7-79bc1abdd753,Sra. Stephany da Mata,1946-03-20,371.603.923-35,37250407,Machado da Praia,SC,Brasil,F,0300-501-4722,37160392335@exemplo.com.br,2025-03-10
d8846975-84eb-4b44-a645-7c1ed19849bb,Mateus Pinto,2007-01-01,717.548.828-20,97663-038,Cardoso,RS,Brasil,M,+55 11 2897 8301,71754882820@exemplo.com.br,2025-03-01
4abcc5d5-0e70-4a1d-be98-db956e4b413b,Dra. Maya Lima,1939-06-20,304.927.306-60,42012-728,Cardoso Alegre,SP,Brasil,M,71 2343-1054,30492730660@exemplo.com.br,2024-05-01
7ceb5ffb-4070-4ba1-90ee-412cf6c39eec,Eduardo Sampaio,1968-12-07,391.478.297-80,74589-785,Abreu,DF,Brasil,F,+55 81 4162 5395,39147829780@exemplo.com.br,2023-07-01
b572a61e-cb12-40c2-a597-92430f4f0916,Dra. Olivia Cirino,1941-03-06,632.775.483-42,23041-738,Correia dos Dourados,SP,Brasil,M,+55 11 7009 7299,63277548342@exemplo.com.br,2024-12-07
b784de23-d512-4ada-84e1-fd73bc54ac6c,João Guilherme Barbosa,1979-08-15,999.235.642-29,29555434,Silveira da Serra,CE,Brasil,M,+55 (071) 3425-4542,99923564229@exemplo.com.br,2023-10-14
661fd684-33fe-4822-9637-dae25b83140a,Luiz Felipe Garcia,1944-01-18,100.181.857-39,60831-868,Sales,PR,Brasil,F,+55 (061) 8502 9538,10018185739@exemplo.com.br,2023-08-13
2071dea7-8a4e-4e19-912d-a0e23b53c28e,Maria Helena da Mata,1950-01-31,048.965.812-64,09787120,da Mata,CE,Brasil,M,21 9950 8567,04896581264@exemplo.com.br,2024-05-11
33ea8da6-c436-4afc-9bd0-87183352991d,Emilly da Cruz,1998-04-16,993.621.217-43,94066-851,Peixoto,SE,Brasil,F,0500 240 0741,99362121743@exemplo.com.br,2025-03-22
e4111efe-d4c0-469b-8acf-24eaa3100bfe,Gabrielly Azevedo,1951-04-26,346.609.638-85,31831322,Peixoto,CE,Brasil,M,0800 403 8044,34660963885@exemplo.com.br,2024-07-17
b514e3b5-6f96-4f74-b9b6-f127938f03e5,Diogo Moraes,1937-01-17,363.684.886-52,18703-483,Guerra,GO,Brasil,M,41 8509 1709,36368488652@exemplo.com.br,2025-05-13
